INPUT:
start: 2010-01-01
factor: ['pb']
weightType: 1
factor_direction: [1]
end: 2011 -01-01
n: 10
path: D:\strategy\GDP\GD.db
hedgemethod: 1
industry_neutral: 0
backperiod: 20
positionType: 2

OUTPUT:
	time	stkcd	weight
1	2010-07-30	600809	0.07559447535736892
8	2010-07-30	600816	0.09311802493959813
6	2010-08-02	002007	0.11217754665800622
5	2010-08-02	002304	0.11423796629252399
4	2010-08-02	600111	0.08361204034096677
9	2010-08-02	600115	0.10983833837864154
7	2010-08-02	600132	0.1082978361971395
3	2010-08-02	600161	0.11830104844830723
2	2010-08-02	600276	0.11035463161191306
8	2010-08-02	600547	0.07180558225659836
1	2010-08-02	600809	0.07559447535736892
8	2010-08-02	600816	0.09311802493959813
1	2010-08-03	000538	0.0918769911407667
5	2010-08-03	002007	0.08067091242329821
7	2010-08-03	002304	0.08664712297540789
9	2010-08-03	600115	0.13828248017149078
6	2010-08-03	600132	0.08644966636374633
2	2010-08-03	600161	0.09500064303893249
4	2010-08-03	600276	0.09134321015202733
8	2010-08-03	600547	0.10752285141853
3	2010-08-03	600809	0.10756904490190093
8	2010-08-03	600816	0.09311802493959813
1	2010-08-04	000538	0.0918769911407667
5	2010-08-04	002007	0.08067091242329821
7	2010-08-04	002304	0.08664712297540789
9	2010-08-04	600115	0.13828248017149078
6	2010-08-04	600132	0.08644966636374633
2	2010-08-04	600161	0.09500064303893249
4	2010-08-04	600276	0.09134321015202733
8	2010-08-04	600547	0.10752285141853
3	2010-08-04	600809	0.10756904490190093
8	2010-08-04	600816	0.09311802493959813
1	2010-08-05	000538	0.0918769911407667
5	2010-08-05	002007	0.08067091242329821
7	2010-08-05	002304	0.08664712297540789
9	2010-08-05	600115	0.13828248017149078
6	2010-08-05	600132	0.08644966636374633
2	2010-08-05	600161	0.09500064303893249
4	2010-08-05	600276	0.09134321015202733
8	2010-08-05	600547	0.10752285141853
3	2010-08-05	600809	0.10756904490190093
8	2010-08-05	600816	0.09311802493959813
1	2010-08-06	000538	0.0918769911407667
5	2010-08-06	002007	0.08067091242329821
7	2010-08-06	002304	0.08664712297540789
9	2010-08-06	600115	0.13828248017149078
6	2010-08-06	600132	0.08644966636374633
2	2010-08-06	600161	0.09500064303893249
4	2010-08-06	600276	0.09134321015202733
8	2010-08-06	600547	0.10752285141853
3	2010-08-06	600809	0.10756904490190093
8	2010-08-06	600816	0.09311802493959813
1	2010-08-09	000538	0.0918769911407667
5	2010-08-09	002007	0.08067091242329821
7	2010-08-09	002304	0.08664712297540789
9	2010-08-09	600115	0.13828248017149078
6	2010-08-09	600132	0.08644966636374633
2	2010-08-09	600161	0.09500064303893249
4	2010-08-09	600276	0.09134321015202733
8	2010-08-09	600547	0.10752285141853
3	2010-08-09	600809	0.10756904490190093
8	2010-08-09	600816	0.09311802493959813
1	2010-08-10	000538	0.0918769911407667
5	2010-08-10	002007	0.08067091242329821
7	2010-08-10	002304	0.08664712297540789
9	2010-08-10	600115	0.13828248017149078
6	2010-08-10	600132	0.08644966636374633
2	2010-08-10	600161	0.09500064303893249
4	2010-08-10	600276	0.09134321015202733
8	2010-08-10	600547	0.10752285141853
3	2010-08-10	600809	0.10756904490190093
8	2010-08-10	600816	0.09311802493959813
1	2010-08-11	000538	0.0918769911407667
5	2010-08-11	002007	0.08067091242329821
7	2010-08-11	002304	0.08664712297540789
9	2010-08-11	600115	0.13828248017149078
6	2010-08-11	600132	0.08644966636374633
2	2010-08-11	600161	0.09500064303893249
4	2010-08-11	600276	0.09134321015202733
8	2010-08-11	600547	0.10752285141853
3	2010-08-11	600809	0.10756904490190093
8	2010-08-11	600816	0.09311802493959813
1	2010-08-12	000538	0.0918769911407667
5	2010-08-12	002007	0.08067091242329821
7	2010-08-12	002304	0.08664712297540789
9	2010-08-12	600115	0.13828248017149078
6	2010-08-12	600132	0.08644966636374633
2	2010-08-12	600161	0.09500064303893249
4	2010-08-12	600276	0.09134321015202733
8	2010-08-12	600547	0.10752285141853
3	2010-08-12	600809	0.10756904490190093
8	2010-08-12	600816	0.09311802493959813
1	2010-08-13	000538	0.0918769911407667
5	2010-08-13	002007	0.08067091242329821
7	2010-08-13	002304	0.08664712297540789
9	2010-08-13	600115	0.13828248017149078
6	2010-08-13	600132	0.08644966636374633
2	2010-08-13	600161	0.09500064303893249
4	2010-08-13	600276	0.09134321015202733
8	2010-08-13	600547	0.10752285141853
3	2010-08-13	600809	0.10756904490190093
8	2010-08-13	600816	0.09311802493959813
1	2010-08-16	000538	0.0918769911407667
5	2010-08-16	002007	0.08067091242329821
7	2010-08-16	002304	0.08664712297540789
9	2010-08-16	600115	0.13828248017149078
6	2010-08-16	600132	0.08644966636374633
2	2010-08-16	600161	0.09500064303893249
4	2010-08-16	600276	0.09134321015202733
8	2010-08-16	600547	0.10752285141853
3	2010-08-16	600809	0.10756904490190093
8	2010-08-16	600816	0.09311802493959813
1	2010-08-17	000538	0.0918769911407667
5	2010-08-17	002007	0.08067091242329821
7	2010-08-17	002304	0.08664712297540789
9	2010-08-17	600115	0.13828248017149078
6	2010-08-17	600132	0.08644966636374633
2	2010-08-17	600161	0.09500064303893249
4	2010-08-17	600276	0.09134321015202733
8	2010-08-17	600547	0.10752285141853
3	2010-08-17	600809	0.10756904490190093
8	2010-08-17	600816	0.09311802493959813
1	2010-08-18	000538	0.0918769911407667
5	2010-08-18	002007	0.08067091242329821
7	2010-08-18	002304	0.08664712297540789
9	2010-08-18	600115	0.13828248017149078
6	2010-08-18	600132	0.08644966636374633
2	2010-08-18	600161	0.09500064303893249
4	2010-08-18	600276	0.09134321015202733
8	2010-08-18	600547	0.10752285141853
3	2010-08-18	600809	0.10756904490190093
8	2010-08-18	600816	0.09311802493959813
1	2010-08-19	000538	0.0918769911407667
5	2010-08-19	002007	0.08067091242329821
7	2010-08-19	002304	0.08664712297540789
9	2010-08-19	600115	0.13828248017149078
6	2010-08-19	600132	0.08644966636374633
2	2010-08-19	600161	0.09500064303893249
4	2010-08-19	600276	0.09134321015202733
8	2010-08-19	600547	0.10752285141853
3	2010-08-19	600809	0.10756904490190093
8	2010-08-19	600816	0.09311802493959813
1	2010-08-20	000538	0.0918769911407667
5	2010-08-20	002007	0.08067091242329821
7	2010-08-20	002304	0.08664712297540789
9	2010-08-20	600115	0.13828248017149078
6	2010-08-20	600132	0.08644966636374633
2	2010-08-20	600161	0.09500064303893249
4	2010-08-20	600276	0.09134321015202733
8	2010-08-20	600547	0.10752285141853
3	2010-08-20	600809	0.10756904490190093
8	2010-08-20	600816	0.09311802493959813
1	2010-08-23	000538	0.0918769911407667
5	2010-08-23	002007	0.08067091242329821
7	2010-08-23	002304	0.08664712297540789
9	2010-08-23	600115	0.13828248017149078
6	2010-08-23	600132	0.08644966636374633
2	2010-08-23	600161	0.09500064303893249
4	2010-08-23	600276	0.09134321015202733
8	2010-08-23	600547	0.10752285141853
3	2010-08-23	600809	0.10756904490190093
8	2010-08-23	600816	0.09311802493959813
1	2010-08-24	000538	0.0918769911407667
5	2010-08-24	002007	0.08067091242329821
7	2010-08-24	002304	0.08664712297540789
9	2010-08-24	600115	0.13828248017149078
6	2010-08-24	600132	0.08644966636374633
2	2010-08-24	600161	0.09500064303893249
4	2010-08-24	600276	0.09134321015202733
8	2010-08-24	600547	0.10752285141853
3	2010-08-24	600809	0.10756904490190093
8	2010-08-24	600816	0.09311802493959813
1	2010-08-25	000538	0.0918769911407667
5	2010-08-25	002007	0.08067091242329821
7	2010-08-25	002304	0.08664712297540789
9	2010-08-25	600115	0.13828248017149078
6	2010-08-25	600132	0.08644966636374633
2	2010-08-25	600161	0.09500064303893249
4	2010-08-25	600276	0.09134321015202733
8	2010-08-25	600547	0.10752285141853
3	2010-08-25	600809	0.10756904490190093
8	2010-08-25	600816	0.09311802493959813
1	2010-08-26	000538	0.0918769911407667
5	2010-08-26	002007	0.08067091242329821
7	2010-08-26	002304	0.08664712297540789
9	2010-08-26	600115	0.13828248017149078
6	2010-08-26	600132	0.08644966636374633
2	2010-08-26	600161	0.09500064303893249
4	2010-08-26	600276	0.09134321015202733
8	2010-08-26	600547	0.10752285141853
3	2010-08-26	600809	0.10756904490190093
8	2010-08-26	600816	0.09311802493959813
1	2010-08-27	000538	0.0918769911407667
5	2010-08-27	002007	0.08067091242329821
7	2010-08-27	002304	0.08664712297540789
9	2010-08-27	600115	0.13828248017149078
6	2010-08-27	600132	0.08644966636374633
2	2010-08-27	600161	0.09500064303893249
4	2010-08-27	600276	0.09134321015202733
8	2010-08-27	600547	0.10752285141853
3	2010-08-27	600809	0.10756904490190093
8	2010-08-27	600816	0.09311802493959813
1	2010-08-30	000538	0.0918769911407667
5	2010-08-30	002007	0.08067091242329821
7	2010-08-30	002304	0.08664712297540789
9	2010-08-30	600115	0.13828248017149078
6	2010-08-30	600132	0.08644966636374633
2	2010-08-30	600161	0.09500064303893249
4	2010-08-30	600276	0.09134321015202733
8	2010-08-30	600547	0.10752285141853
3	2010-08-30	600809	0.10756904490190093
8	2010-08-30	600816	0.09311802493959813
1	2010-08-31	000538	0.0918769911407667
5	2010-08-31	002007	0.08067091242329821
7	2010-08-31	002304	0.08664712297540789
9	2010-08-31	600115	0.13828248017149078
6	2010-08-31	600132	0.08644966636374633
2	2010-08-31	600161	0.09500064303893249
4	2010-08-31	600276	0.09134321015202733
8	2010-08-31	600547	0.10752285141853
3	2010-08-31	600809	0.10756904490190093
8	2010-08-31	600816	0.09311802493959813
1	2010-09-01	000538	0.0918769911407667
5	2010-09-01	002007	0.08067091242329821
7	2010-09-01	002304	0.08664712297540789
9	2010-09-01	600115	0.13828248017149078
6	2010-09-01	600132	0.08644966636374633
2	2010-09-01	600161	0.09500064303893249
4	2010-09-01	600276	0.09134321015202733
8	2010-09-01	600547	0.10752285141853
3	2010-09-01	600809	0.10756904490190093
8	2010-09-01	600816	0.09311802493959813
3	2010-09-02	000568	0.06930811432093135
5	2010-09-02	002007	0.08045705659440373
2	2010-09-02	002038	0.1394566526552918
6	2010-09-02	002304	0.1113913412985634
8	2010-09-02	600111	0.12365299630543806
7	2010-09-02	600132	0.11161982947561547
1	2010-09-02	600276	0.0738345615336459
9	2010-09-02	600547	0.09265093701365276
4	2010-09-02	600809	0.07700885645160252
8	2010-09-02	600816	0.09311802493959813
3	2010-09-03	000568	0.06930811432093135
5	2010-09-03	002007	0.08045705659440373
2	2010-09-03	002038	0.1394566526552918
6	2010-09-03	002304	0.1113913412985634
8	2010-09-03	600111	0.12365299630543806
7	2010-09-03	600132	0.11161982947561547
1	2010-09-03	600276	0.0738345615336459
9	2010-09-03	600547	0.09265093701365276
4	2010-09-03	600809	0.07700885645160252
8	2010-09-03	600816	0.09311802493959813
3	2010-09-06	000568	0.06930811432093135
5	2010-09-06	002007	0.08045705659440373
2	2010-09-06	002038	0.1394566526552918
6	2010-09-06	002304	0.1113913412985634
8	2010-09-06	600111	0.12365299630543806
7	2010-09-06	600132	0.11161982947561547
1	2010-09-06	600276	0.0738345615336459
9	2010-09-06	600547	0.09265093701365276
4	2010-09-06	600809	0.07700885645160252
8	2010-09-06	600816	0.09311802493959813
3	2010-09-07	000568	0.06930811432093135
5	2010-09-07	002007	0.08045705659440373
2	2010-09-07	002038	0.1394566526552918
6	2010-09-07	002304	0.1113913412985634
8	2010-09-07	600111	0.12365299630543806
7	2010-09-07	600132	0.11161982947561547
1	2010-09-07	600276	0.0738345615336459
9	2010-09-07	600547	0.09265093701365276
4	2010-09-07	600809	0.07700885645160252
8	2010-09-07	600816	0.09311802493959813
3	2010-09-08	000568	0.06930811432093135
5	2010-09-08	002007	0.08045705659440373
2	2010-09-08	002038	0.1394566526552918
6	2010-09-08	002304	0.1113913412985634
8	2010-09-08	600111	0.12365299630543806
7	2010-09-08	600132	0.11161982947561547
1	2010-09-08	600276	0.0738345615336459
9	2010-09-08	600547	0.09265093701365276
4	2010-09-08	600809	0.07700885645160252
8	2010-09-08	600816	0.09311802493959813
3	2010-09-09	000568	0.06930811432093135
5	2010-09-09	002007	0.08045705659440373
2	2010-09-09	002038	0.1394566526552918
6	2010-09-09	002304	0.1113913412985634
8	2010-09-09	600111	0.12365299630543806
7	2010-09-09	600132	0.11161982947561547
1	2010-09-09	600276	0.0738345615336459
9	2010-09-09	600547	0.09265093701365276
4	2010-09-09	600809	0.07700885645160252
8	2010-09-09	600816	0.09311802493959813
3	2010-09-10	000568	0.06930811432093135
5	2010-09-10	002007	0.08045705659440373
2	2010-09-10	002038	0.1394566526552918
6	2010-09-10	002304	0.1113913412985634
8	2010-09-10	600111	0.12365299630543806
7	2010-09-10	600132	0.11161982947561547
1	2010-09-10	600276	0.0738345615336459
9	2010-09-10	600547	0.09265093701365276
4	2010-09-10	600809	0.07700885645160252
8	2010-09-10	600816	0.09311802493959813
3	2010-09-13	000568	0.06930811432093135
5	2010-09-13	002007	0.08045705659440373
2	2010-09-13	002038	0.1394566526552918
6	2010-09-13	002304	0.1113913412985634
8	2010-09-13	600111	0.12365299630543806
7	2010-09-13	600132	0.11161982947561547
1	2010-09-13	600276	0.0738345615336459
9	2010-09-13	600547	0.09265093701365276
4	2010-09-13	600809	0.07700885645160252
8	2010-09-13	600816	0.09311802493959813
3	2010-09-14	000568	0.06930811432093135
5	2010-09-14	002007	0.08045705659440373
2	2010-09-14	002038	0.1394566526552918
6	2010-09-14	002304	0.1113913412985634
8	2010-09-14	600111	0.12365299630543806
7	2010-09-14	600132	0.11161982947561547
1	2010-09-14	600276	0.0738345615336459
9	2010-09-14	600547	0.09265093701365276
4	2010-09-14	600809	0.07700885645160252
8	2010-09-14	600816	0.09311802493959813
3	2010-09-15	000568	0.06930811432093135
5	2010-09-15	002007	0.08045705659440373
2	2010-09-15	002038	0.1394566526552918
6	2010-09-15	002304	0.1113913412985634
8	2010-09-15	600111	0.12365299630543806
7	2010-09-15	600132	0.11161982947561547
1	2010-09-15	600276	0.0738345615336459
9	2010-09-15	600547	0.09265093701365276
4	2010-09-15	600809	0.07700885645160252
8	2010-09-15	600816	0.09311802493959813
3	2010-09-16	000568	0.06930811432093135
5	2010-09-16	002007	0.08045705659440373
2	2010-09-16	002038	0.1394566526552918
6	2010-09-16	002304	0.1113913412985634
8	2010-09-16	600111	0.12365299630543806
7	2010-09-16	600132	0.11161982947561547
1	2010-09-16	600276	0.0738345615336459
9	2010-09-16	600547	0.09265093701365276
4	2010-09-16	600809	0.07700885645160252
8	2010-09-16	600816	0.09311802493959813
3	2010-09-17	000568	0.06930811432093135
5	2010-09-17	002007	0.08045705659440373
2	2010-09-17	002038	0.1394566526552918
6	2010-09-17	002304	0.1113913412985634
8	2010-09-17	600111	0.12365299630543806
7	2010-09-17	600132	0.11161982947561547
1	2010-09-17	600276	0.0738345615336459
9	2010-09-17	600547	0.09265093701365276
4	2010-09-17	600809	0.07700885645160252
8	2010-09-17	600816	0.09311802493959813
3	2010-09-20	000568	0.06930811432093135
5	2010-09-20	002007	0.08045705659440373
2	2010-09-20	002038	0.1394566526552918
6	2010-09-20	002304	0.1113913412985634
8	2010-09-20	600111	0.12365299630543806
7	2010-09-20	600132	0.11161982947561547
1	2010-09-20	600276	0.0738345615336459
9	2010-09-20	600547	0.09265093701365276
4	2010-09-20	600809	0.07700885645160252
8	2010-09-20	600816	0.09311802493959813
3	2010-09-21	000568	0.06930811432093135
5	2010-09-21	002007	0.08045705659440373
2	2010-09-21	002038	0.1394566526552918
6	2010-09-21	002304	0.1113913412985634
8	2010-09-21	600111	0.12365299630543806
7	2010-09-21	600132	0.11161982947561547
1	2010-09-21	600276	0.0738345615336459
9	2010-09-21	600547	0.09265093701365276
4	2010-09-21	600809	0.07700885645160252
8	2010-09-21	600816	0.09311802493959813
3	2010-09-27	000568	0.06930811432093135
5	2010-09-27	002007	0.08045705659440373
2	2010-09-27	002038	0.1394566526552918
6	2010-09-27	002304	0.1113913412985634
8	2010-09-27	600111	0.12365299630543806
7	2010-09-27	600132	0.11161982947561547
1	2010-09-27	600276	0.0738345615336459
9	2010-09-27	600547	0.09265093701365276
4	2010-09-27	600809	0.07700885645160252
8	2010-09-27	600816	0.09311802493959813
3	2010-09-28	000568	0.06930811432093135
5	2010-09-28	002007	0.08045705659440373
2	2010-09-28	002038	0.1394566526552918
6	2010-09-28	002304	0.1113913412985634
8	2010-09-28	600111	0.12365299630543806
7	2010-09-28	600132	0.11161982947561547
1	2010-09-28	600276	0.0738345615336459
9	2010-09-28	600547	0.09265093701365276
4	2010-09-28	600809	0.07700885645160252
8	2010-09-28	600816	0.09311802493959813
3	2010-09-29	000568	0.06930811432093135
5	2010-09-29	002007	0.08045705659440373
2	2010-09-29	002038	0.1394566526552918
6	2010-09-29	002304	0.1113913412985634
8	2010-09-29	600111	0.12365299630543806
7	2010-09-29	600132	0.11161982947561547
1	2010-09-29	600276	0.0738345615336459
9	2010-09-29	600547	0.09265093701365276
4	2010-09-29	600809	0.07700885645160252
8	2010-09-29	600816	0.09311802493959813
3	2010-09-30	000568	0.06930811432093135
5	2010-09-30	002007	0.08045705659440373
2	2010-09-30	002038	0.1394566526552918
6	2010-09-30	002304	0.1113913412985634
8	2010-09-30	600111	0.12365299630543806
7	2010-09-30	600132	0.11161982947561547
1	2010-09-30	600276	0.0738345615336459
9	2010-09-30	600547	0.09265093701365276
4	2010-09-30	600809	0.07700885645160252
8	2010-09-30	600816	0.09311802493959813
3	2010-10-08	000568	0.06930811432093135
5	2010-10-08	002007	0.08045705659440373
2	2010-10-08	002038	0.1394566526552918
6	2010-10-08	002304	0.1113913412985634
8	2010-10-08	600111	0.12365299630543806
7	2010-10-08	600132	0.11161982947561547
1	2010-10-08	600276	0.0738345615336459
9	2010-10-08	600547	0.09265093701365276
4	2010-10-08	600809	0.07700885645160252
8	2010-10-08	600816	0.09311802493959813
1	2010-10-11	000568	0.06791141465185033
4	2010-10-11	002007	0.09895021226087498
5	2010-10-11	002304	0.09280016904182532
7	2010-10-11	600111	0.14434889123665914
8	2010-10-11	600132	0.14972704111849497
2	2010-10-11	600276	0.08105222949469978
9	2010-10-11	600547	0.12873312436533804
6	2010-10-11	600809	0.07833577176806321
8	2010-10-11	600816	0.09311802493959813
1	2010-10-12	000568	0.06791141465185033
4	2010-10-12	002007	0.09895021226087498
5	2010-10-12	002304	0.09280016904182532
7	2010-10-12	600111	0.14434889123665914
8	2010-10-12	600132	0.14972704111849497
2	2010-10-12	600276	0.08105222949469978
9	2010-10-12	600547	0.12873312436533804
6	2010-10-12	600809	0.07833577176806321
8	2010-10-12	600816	0.09311802493959813
1	2010-10-13	000568	0.06791141465185033
4	2010-10-13	002007	0.09895021226087498
5	2010-10-13	002304	0.09280016904182532
7	2010-10-13	600111	0.14434889123665914
8	2010-10-13	600132	0.14972704111849497
2	2010-10-13	600276	0.08105222949469978
9	2010-10-13	600547	0.12873312436533804
6	2010-10-13	600809	0.07833577176806321
8	2010-10-13	600816	0.09311802493959813
1	2010-10-14	000568	0.06791141465185033
4	2010-10-14	002007	0.09895021226087498
5	2010-10-14	002304	0.09280016904182532
7	2010-10-14	600111	0.14434889123665914
8	2010-10-14	600132	0.14972704111849497
2	2010-10-14	600276	0.08105222949469978
9	2010-10-14	600547	0.12873312436533804
6	2010-10-14	600809	0.07833577176806321
8	2010-10-14	600816	0.09311802493959813
1	2010-10-15	000568	0.06791141465185033
4	2010-10-15	002007	0.09895021226087498
5	2010-10-15	002304	0.09280016904182532
7	2010-10-15	600111	0.14434889123665914
8	2010-10-15	600132	0.14972704111849497
2	2010-10-15	600276	0.08105222949469978
9	2010-10-15	600547	0.12873312436533804
6	2010-10-15	600809	0.07833577176806321
8	2010-10-15	600816	0.09311802493959813
1	2010-10-18	000568	0.06791141465185033
4	2010-10-18	002007	0.09895021226087498
5	2010-10-18	002304	0.09280016904182532
7	2010-10-18	600111	0.14434889123665914
8	2010-10-18	600132	0.14972704111849497
2	2010-10-18	600276	0.08105222949469978
9	2010-10-18	600547	0.12873312436533804
6	2010-10-18	600809	0.07833577176806321
8	2010-10-18	600816	0.09311802493959813
1	2010-10-19	000568	0.06791141465185033
4	2010-10-19	002007	0.09895021226087498
5	2010-10-19	002304	0.09280016904182532
7	2010-10-19	600111	0.14434889123665914
8	2010-10-19	600132	0.14972704111849497
2	2010-10-19	600276	0.08105222949469978
9	2010-10-19	600547	0.12873312436533804
6	2010-10-19	600809	0.07833577176806321
8	2010-10-19	600816	0.09311802493959813
1	2010-10-20	000568	0.06791141465185033
4	2010-10-20	002007	0.09895021226087498
5	2010-10-20	002304	0.09280016904182532
7	2010-10-20	600111	0.14434889123665914
8	2010-10-20	600132	0.14972704111849497
2	2010-10-20	600276	0.08105222949469978
9	2010-10-20	600547	0.12873312436533804
6	2010-10-20	600809	0.07833577176806321
8	2010-10-20	600816	0.09311802493959813
1	2010-10-21	000568	0.06791141465185033
4	2010-10-21	002007	0.09895021226087498
5	2010-10-21	002304	0.09280016904182532
7	2010-10-21	600111	0.14434889123665914
8	2010-10-21	600132	0.14972704111849497
2	2010-10-21	600276	0.08105222949469978
9	2010-10-21	600547	0.12873312436533804
6	2010-10-21	600809	0.07833577176806321
8	2010-10-21	600816	0.09311802493959813
1	2010-10-22	000568	0.06791141465185033
4	2010-10-22	002007	0.09895021226087498
5	2010-10-22	002304	0.09280016904182532
7	2010-10-22	600111	0.14434889123665914
8	2010-10-22	600132	0.14972704111849497
2	2010-10-22	600276	0.08105222949469978
9	2010-10-22	600547	0.12873312436533804
6	2010-10-22	600809	0.07833577176806321
8	2010-10-22	600816	0.09311802493959813
1	2010-10-25	000568	0.06791141465185033
4	2010-10-25	002007	0.09895021226087498
5	2010-10-25	002304	0.09280016904182532
7	2010-10-25	600111	0.14434889123665914
8	2010-10-25	600132	0.14972704111849497
2	2010-10-25	600276	0.08105222949469978
9	2010-10-25	600547	0.12873312436533804
6	2010-10-25	600809	0.07833577176806321
8	2010-10-25	600816	0.09311802493959813
1	2010-10-26	000568	0.06791141465185033
4	2010-10-26	002007	0.09895021226087498
5	2010-10-26	002304	0.09280016904182532
7	2010-10-26	600111	0.14434889123665914
8	2010-10-26	600132	0.14972704111849497
2	2010-10-26	600276	0.08105222949469978
9	2010-10-26	600547	0.12873312436533804
6	2010-10-26	600809	0.07833577176806321
8	2010-10-26	600816	0.09311802493959813
1	2010-10-27	000568	0.06791141465185033
4	2010-10-27	002007	0.09895021226087498
5	2010-10-27	002304	0.09280016904182532
7	2010-10-27	600111	0.14434889123665914
8	2010-10-27	600132	0.14972704111849497
2	2010-10-27	600276	0.08105222949469978
9	2010-10-27	600547	0.12873312436533804
6	2010-10-27	600809	0.07833577176806321
8	2010-10-27	600816	0.09311802493959813
1	2010-10-28	000568	0.06791141465185033
4	2010-10-28	002007	0.09895021226087498
5	2010-10-28	002304	0.09280016904182532
7	2010-10-28	600111	0.14434889123665914
8	2010-10-28	600132	0.14972704111849497
2	2010-10-28	600276	0.08105222949469978
9	2010-10-28	600547	0.12873312436533804
6	2010-10-28	600809	0.07833577176806321
8	2010-10-28	600816	0.09311802493959813
1	2010-10-29	000568	0.06791141465185033
4	2010-10-29	002007	0.09895021226087498
5	2010-10-29	002304	0.09280016904182532
7	2010-10-29	600111	0.14434889123665914
8	2010-10-29	600132	0.14972704111849497
2	2010-10-29	600276	0.08105222949469978
9	2010-10-29	600547	0.12873312436533804
6	2010-10-29	600809	0.07833577176806321
8	2010-10-29	600816	0.09311802493959813
1	2010-11-01	000568	0.06791141465185033
4	2010-11-01	002007	0.09895021226087498
5	2010-11-01	002304	0.09280016904182532
7	2010-11-01	600111	0.14434889123665914
8	2010-11-01	600132	0.14972704111849497
2	2010-11-01	600276	0.08105222949469978
9	2010-11-01	600547	0.12873312436533804
6	2010-11-01	600809	0.07833577176806321
8	2010-11-01	600816	0.09311802493959813
0	2010-11-02	000568	0.0907875522369256
3	2010-11-02	002007	0.055053381876365534
2	2010-11-02	002038	0.09368429671416188
6	2010-11-02	002304	0.09605336559478489
7	2010-11-02	600111	0.10769721751808232
9	2010-11-02	600132	0.08434942548348238
4	2010-11-02	600251	0.12429013376132066
8	2010-11-02	600547	0.1296479453224639
5	2010-11-02	600809	0.09761593841397256
8	2010-11-02	600816	0.09311802493959813
0	2010-11-03	000568	0.0907875522369256
3	2010-11-03	002007	0.055053381876365534
2	2010-11-03	002038	0.09368429671416188
6	2010-11-03	002304	0.09605336559478489
7	2010-11-03	600111	0.10769721751808232
9	2010-11-03	600132	0.08434942548348238
4	2010-11-03	600251	0.12429013376132066
8	2010-11-03	600547	0.1296479453224639
5	2010-11-03	600809	0.09761593841397256
8	2010-11-03	600816	0.09311802493959813
0	2010-11-04	000568	0.0907875522369256
3	2010-11-04	002007	0.055053381876365534
2	2010-11-04	002038	0.09368429671416188
6	2010-11-04	002304	0.09605336559478489
7	2010-11-04	600111	0.10769721751808232
9	2010-11-04	600132	0.08434942548348238
4	2010-11-04	600251	0.12429013376132066
8	2010-11-04	600547	0.1296479453224639
5	2010-11-04	600809	0.09761593841397256
8	2010-11-04	600816	0.09311802493959813
0	2010-11-05	000568	0.0907875522369256
3	2010-11-05	002007	0.055053381876365534
2	2010-11-05	002038	0.09368429671416188
6	2010-11-05	002304	0.09605336559478489
7	2010-11-05	600111	0.10769721751808232
9	2010-11-05	600132	0.08434942548348238
4	2010-11-05	600251	0.12429013376132066
8	2010-11-05	600547	0.1296479453224639
5	2010-11-05	600809	0.09761593841397256
8	2010-11-05	600816	0.09311802493959813
0	2010-11-08	000568	0.0907875522369256
3	2010-11-08	002007	0.055053381876365534
2	2010-11-08	002038	0.09368429671416188
6	2010-11-08	002304	0.09605336559478489
7	2010-11-08	600111	0.10769721751808232
9	2010-11-08	600132	0.08434942548348238
4	2010-11-08	600251	0.12429013376132066
8	2010-11-08	600547	0.1296479453224639
5	2010-11-08	600809	0.09761593841397256
8	2010-11-08	600816	0.09311802493959813
0	2010-11-09	000568	0.0907875522369256
3	2010-11-09	002007	0.055053381876365534
2	2010-11-09	002038	0.09368429671416188
6	2010-11-09	002304	0.09605336559478489
7	2010-11-09	600111	0.10769721751808232
9	2010-11-09	600132	0.08434942548348238
4	2010-11-09	600251	0.12429013376132066
8	2010-11-09	600547	0.1296479453224639
5	2010-11-09	600809	0.09761593841397256
8	2010-11-09	600816	0.09311802493959813
0	2010-11-10	000568	0.0907875522369256
3	2010-11-10	002007	0.055053381876365534
2	2010-11-10	002038	0.09368429671416188
6	2010-11-10	002304	0.09605336559478489
7	2010-11-10	600111	0.10769721751808232
9	2010-11-10	600132	0.08434942548348238
4	2010-11-10	600251	0.12429013376132066
8	2010-11-10	600547	0.1296479453224639
5	2010-11-10	600809	0.09761593841397256
8	2010-11-10	600816	0.09311802493959813
0	2010-11-11	000568	0.0907875522369256
3	2010-11-11	002007	0.055053381876365534
2	2010-11-11	002038	0.09368429671416188
6	2010-11-11	002304	0.09605336559478489
7	2010-11-11	600111	0.10769721751808232
9	2010-11-11	600132	0.08434942548348238
4	2010-11-11	600251	0.12429013376132066
8	2010-11-11	600547	0.1296479453224639
5	2010-11-11	600809	0.09761593841397256
8	2010-11-11	600816	0.09311802493959813
0	2010-11-12	000568	0.0907875522369256
3	2010-11-12	002007	0.055053381876365534
2	2010-11-12	002038	0.09368429671416188
6	2010-11-12	002304	0.09605336559478489
7	2010-11-12	600111	0.10769721751808232
9	2010-11-12	600132	0.08434942548348238
4	2010-11-12	600251	0.12429013376132066
8	2010-11-12	600547	0.1296479453224639
5	2010-11-12	600809	0.09761593841397256
8	2010-11-12	600816	0.09311802493959813
0	2010-11-15	000568	0.0907875522369256
3	2010-11-15	002007	0.055053381876365534
2	2010-11-15	002038	0.09368429671416188
6	2010-11-15	002304	0.09605336559478489
7	2010-11-15	600111	0.10769721751808232
