INPUT:
start: 2010-01-01
factor: ['pb']
weightType: 1
factor_direction: [1]
end: 2011 -01-01
n: 10
path: D:\strategy\GDP\GD.db
hedgemethod: 1
industry_neutral: 0
backperiod: 20
positionType: 2

OUTPUT:
	time	stkcd	weight
4	2010-02-02	600161	0.09627767147626227
0	2010-02-02	600276	0.07240931399675707
7	2010-02-02	600547	0.07860521023252096
6	2010-02-02	600812	0.11078130737535413
9	2010-02-02	600816	0.12258808853570556
1	2010-02-02	600875	0.07860323512278297
5	2010-02-02	601099	0.10702944949945309
0	2010-02-03	600276	0.07240931399675707
1	2010-02-03	600875	0.07860323512278297
2	2010-02-03	000568	0.11431606400087756
3	2010-02-03	002038	0.12231706666621016
4	2010-02-03	600161	0.09627767147626227
5	2010-02-03	601099	0.10702944949945309
6	2010-02-03	600812	0.11078130737535413
7	2010-02-03	600547	0.07860521023252096
8	2010-02-03	002007	0.09707259309407609
9	2010-02-03	600816	0.12258808853570556
0	2010-02-04	600276	0.07240931399675707
1	2010-02-04	600875	0.07860323512278297
2	2010-02-04	000568	0.11431606400087756
3	2010-02-04	002038	0.12231706666621016
4	2010-02-04	600161	0.09627767147626227
5	2010-02-04	601099	0.10702944949945309
6	2010-02-04	600812	0.11078130737535413
7	2010-02-04	600547	0.07860521023252096
8	2010-02-04	002007	0.09707259309407609
9	2010-02-04	600816	0.12258808853570556
0	2010-02-05	600276	0.07240931399675707
1	2010-02-05	600875	0.07860323512278297
2	2010-02-05	000568	0.11431606400087756
3	2010-02-05	002038	0.12231706666621016
4	2010-02-05	600161	0.09627767147626227
5	2010-02-05	601099	0.10702944949945309
6	2010-02-05	600812	0.11078130737535413
7	2010-02-05	600547	0.07860521023252096
8	2010-02-05	002007	0.09707259309407609
9	2010-02-05	600816	0.12258808853570556
0	2010-02-08	600276	0.07240931399675707
1	2010-02-08	600875	0.07860323512278297
2	2010-02-08	000568	0.11431606400087756
3	2010-02-08	002038	0.12231706666621016
4	2010-02-08	600161	0.09627767147626227
5	2010-02-08	601099	0.10702944949945309
6	2010-02-08	600812	0.11078130737535413
7	2010-02-08	600547	0.07860521023252096
8	2010-02-08	002007	0.09707259309407609
9	2010-02-08	600816	0.12258808853570556
0	2010-02-09	600276	0.07240931399675707
1	2010-02-09	600875	0.07860323512278297
2	2010-02-09	000568	0.11431606400087756
3	2010-02-09	002038	0.12231706666621016
4	2010-02-09	600161	0.09627767147626227
5	2010-02-09	601099	0.10702944949945309
6	2010-02-09	600812	0.11078130737535413
7	2010-02-09	600547	0.07860521023252096
8	2010-02-09	002007	0.09707259309407609
9	2010-02-09	600816	0.12258808853570556
0	2010-02-10	600276	0.07240931399675707
1	2010-02-10	600875	0.07860323512278297
2	2010-02-10	000568	0.11431606400087756
3	2010-02-10	002038	0.12231706666621016
4	2010-02-10	600161	0.09627767147626227
5	2010-02-10	601099	0.10702944949945309
6	2010-02-10	600812	0.11078130737535413
7	2010-02-10	600547	0.07860521023252096
8	2010-02-10	002007	0.09707259309407609
9	2010-02-10	600816	0.12258808853570556
0	2010-02-11	600276	0.07240931399675707
1	2010-02-11	600875	0.07860323512278297
2	2010-02-11	000568	0.11431606400087756
3	2010-02-11	002038	0.12231706666621016
4	2010-02-11	600161	0.09627767147626227
5	2010-02-11	601099	0.10702944949945309
6	2010-02-11	600812	0.11078130737535413
7	2010-02-11	600547	0.07860521023252096
8	2010-02-11	002007	0.09707259309407609
9	2010-02-11	600816	0.12258808853570556
0	2010-02-12	600276	0.07240931399675707
1	2010-02-12	600875	0.07860323512278297
2	2010-02-12	000568	0.11431606400087756
3	2010-02-12	002038	0.12231706666621016
4	2010-02-12	600161	0.09627767147626227
5	2010-02-12	601099	0.10702944949945309
6	2010-02-12	600812	0.11078130737535413
7	2010-02-12	600547	0.07860521023252096
8	2010-02-12	002007	0.09707259309407609
9	2010-02-12	600816	0.12258808853570556
0	2010-02-22	600276	0.07240931399675707
1	2010-02-22	600875	0.07860323512278297
2	2010-02-22	000568	0.11431606400087756
3	2010-02-22	002038	0.12231706666621016
4	2010-02-22	600161	0.09627767147626227
5	2010-02-22	601099	0.10702944949945309
6	2010-02-22	600812	0.11078130737535413
7	2010-02-22	600547	0.07860521023252096
8	2010-02-22	002007	0.09707259309407609
9	2010-02-22	600816	0.12258808853570556
0	2010-02-23	600276	0.07240931399675707
